time_us curve_3_3 curve_8_25 curve_16_5 curve_24_75 curve_33 curve_66 curve_165 curve_330
4.7738333093e+03 2.8287924105e-01 2.3682813906e-01 1.8948539907e-01 1.7133312482e-01 2.0001649936e-01 1.7616281804e-01 2.1768245270e-01 1.9943863129e-01
4.9561155637e+03 2.8129369948e-01 2.3608242451e-01 1.8637588487e-01 1.6850130392e-01 2.0017168650e-01 1.7272782340e-01 2.2054756325e-01 1.9794010138e-01
5.1453580150e+03 2.8220613427e-01 2.3348809731e-01 1.8471109334e-01 1.6583692563e-01 1.9586738965e-01 1.7036771550e-01 2.1527574412e-01 1.9379575791e-01
5.3418264288e+03 2.8134488688e-01 2.3083981738e-01 1.8213025708e-01 1.6235929348e-01 1.9598852298e-01 1.6685862826e-01 2.1427538881e-01 1.8868619516e-01
5.5457967186e+03 2.8287249965e-01 2.3140195253e-01 1.7832978954e-01 1.5932823694e-01 1.9269021615e-01 1.6211809887e-01 2.1137820574e-01 1.8511864303e-01
5.7575553332e+03 2.8236611832e-01 2.2850978690e-01 1.7665472203e-01 1.5610462249e-01 1.8858300854e-01 1.5978202173e-01 2.1126299426e-01 1.8310998966e-01
5.9773996591e+03 2.8759109813e-01 2.3057932895e-01 1.7424666764e-01 1.5335666858e-01 1.8608064286e-01 1.5674325861e-01 2.0937071137e-01 1.7795500630e-01
6.2056384379e+03 2.8752630460e-01 2.2994945478e-01 1.7205648745e-01 1.5060175969e-01 1.8412647013e-01 1.5394495225e-01 2.0776848697e-01 1.7766812768e-01
6.4425922003e+03 2.8454639661e-01 2.3031402058e-01 1.6987697601e-01 1.4768506671e-01 1.8180667683e-01 1.4955508885e-01 2.0255234705e-01 1.7399624294e-01
6.6885937161e+03 2.8215583918e-01 2.2886533771e-01 1.6763212683e-01 1.4384682183e-01 1.7910985721e-01 1.4635125268e-01 1.9944527889e-01 1.7031086621e-01
6.9439884611e+03 2.8003681554e-01 2.2777460360e-01 1.6610234639e-01 1.4057619563e-01 1.7966908978e-01 1.4291322871e-01 2.0100064766e-01 1.6687827620e-01
7.2091351029e+03 2.8124747170e-01 2.2676924250e-01 1.6398878908e-01 1.3807657903e-01 1.7249965865e-01 1.4067902120e-01 1.9781820491e-01 1.6564760132e-01
7.4844060043e+03 2.8201695954e-01 2.2516631568e-01 1.6124287764e-01 1.3526079648e-01 1.6957256499e-01 1.3700573884e-01 1.9461764129e-01 1.6258221397e-01
7.7701877462e+03 2.8409819627e-01 2.2597520554e-01 1.5844217239e-01 1.3226636939e-01 1.6811334085e-01 1.3425769870e-01 1.9508598240e-01 1.5750299907e-01
8.0668816706e+03 2.8315756180e-01 2.2764321474e-01 1.5731861846e-01 1.2907927082e-01 1.6565370743e-01 1.3087958617e-01 1.8820485423e-01 1.5755081790e-01
8.3749044441e+03 2.8085241579e-01 2.2584359213e-01 1.5403188507e-01 1.2620259130e-01 1.6266827973e-01 1.2692275824e-01 1.8922523674e-01 1.5395494280e-01
8.6946886433e+03 2.7941209410e-01 2.2584457321e-01 1.5211798260e-01 1.2198906511e-01 1.6344415669e-01 1.2504668397e-01 1.8813601714e-01 1.4964811150e-01
9.0266833620e+03 2.8390717395e-01 2.2555088165e-01 1.4970133149e-01 1.1926300338e-01 1.5938508759e-01 1.2187207693e-01 1.8330960126e-01 1.5030043903e-01
9.3713548420e+03 2.8538897880e-01 2.2349315019e-01 1.4834271063e-01 1.1666157229e-01 1.5721793570e-01 1.1779656836e-01 1.8208388683e-01 1.4606319779e-01
9.7291871281e+03 2.8598555831e-01 2.2373054038e-01 1.4448335280e-01 1.1339332138e-01 1.5471376508e-01 1.1341245270e-01 1.7709531811e-01 1.4291829812e-01
1.0100682748e+04 2.8169411687e-01 2.2212194723e-01 1.4300598214e-01 1.1061758394e-01 1.5260170664e-01 1.1132634615e-01 1.7825438247e-01 1.4041993248e-01
1.0486363416e+04 2.8325504588e-01 2.2210311482e-01 1.4113991307e-01 1.0775191570e-01 1.5155356341e-01 1.0864333533e-01 1.7594433102e-01 1.3540859343e-01
1.0886770770e+04 2.8908827986e-01 2.2177793858e-01 1.3828972860e-01 1.0500052207e-01 1.4864732518e-01 1.0665241361e-01 1.7352302339e-01 1.3509089770e-01
1.1302467127e+04 2.8559856559e-01 2.2066058908e-01 1.3685303745e-01 1.0220510706e-01 1.4596228325e-01 1.0403866360e-01 1.7109714513e-01 1.3310851661e-01
1.1734036278e+04 2.8381323811e-01 2.2043728138e-01 1.3415881191e-01 9.9161877686e-02 1.4388466228e-01 9.9547161395e-02 1.7017570811e-01 1.3162111874e-01
1.2182084303e+04 2.7939389050e-01 2.2254299764e-01 1.3255746199e-01 9.6884900843e-02 1.4050602166e-01 9.7414526444e-02 1.6786483493e-01 1.3007530036e-01
1.2647240425e+04 2.8306023420e-01 2.1949398622e-01 1.3006116367e-01 9.3448799853e-02 1.3933340737e-01 9.4919518294e-02 1.6272477858e-01 1.2667310552e-01
1.3130157893e+04 2.8283805509e-01 2.1933003283e-01 1.2849001202e-01 9.1138317769e-02 1.3869606199e-01 9.2130496809e-02 1.6627337297e-01 1.2517712572e-01
1.3631514900e+04 2.8423265678e-01 2.2178332061e-01 1.2545376726e-01 8.9110049588e-02 1.3563999044e-01 8.9816087099e-02 1.6520739468e-01 1.1965329105e-01
1.4152015535e+04 2.8572801967e-01 2.1963296710e-01 1.2388612571e-01 8.6403485197e-02 1.3196289724e-01 8.7069215238e-02 1.6381091086e-01 1.2008366048e-01
1.4692390769e+04 2.8420802580e-01 2.1963818437e-01 1.2158833501e-01 8.3750811138e-02 1.2974782086e-01 8.5257865868e-02 1.6055729104e-01 1.1767528742e-01
1.5253399489e+04 2.8083487008e-01 2.2054394550e-01 1.2025607683e-01 8.1092642208e-02 1.2971793139e-01 8.3679882920e-02 1.5788383932e-01 1.1502029693e-01
1.5835829554e+04 2.8430970270e-01 2.2174783223e-01 1.1847554963e-01 7.8132570238e-02 1.2915693333e-01 8.0975843635e-02 1.5672908403e-01 1.1382723318e-01
1.6440498909e+04 2.8072451396e-01 2.2037637008e-01 1.1578461569e-01 7.6036455089e-02 1.2498412055e-01 7.8683549930e-02 1.5764349076e-01 1.1316231956e-01
1.7068256731e+04 2.8048393251e-01 2.1914809004e-01 1.1332890866e-01 7.4282810423e-02 1.2353414873e-01 7.7789894263e-02 1.5420026223e-01 1.1055110898e-01
1.7719984622e+04 2.8263252802e-01 2.1982573620e-01 1.1169995165e-01 7.1631298511e-02 1.2170501165e-01 7.5154196759e-02 1.5228092095e-01 1.0871965559e-01
1.8396597846e+04 2.8098650351e-01 2.1979102317e-01 1.0992546755e-01 6.9477574923e-02 1.1950135450e-01 7.3767113931e-02 1.5263932718e-01 1.0827831847e-01
1.9099046614e+04 2.8345989956e-01 2.2072956802e-01 1.0832115494e-01 6.7156840732e-02 1.1702976942e-01 7.1570676136e-02 1.5114640152e-01 1.0715514760e-01
1.9828317421e+04 2.8146718526e-01 2.1850003420e-01 1.0747187208e-01 6.5189096581e-02 1.1546969533e-01 6.9840066771e-02 1.5052500971e-01 1.0439870543e-01
2.0585434431e+04 2.8042829739e-01 2.2038685189e-01 1.0597248714e-01 6.3058645363e-02 1.1361849729e-01 6.9021924722e-02 1.5228515962e-01 1.0433217486e-01
2.1371460911e+04 2.8039494327e-01 2.1985656662e-01 1.0424477675e-01 6.1233752618e-02 1.1509038022e-01 6.7228959081e-02 1.4986554217e-01 1.0324009192e-01
2.2187500731e+04 2.7939978051e-01 2.1917059293e-01 1.0243023776e-01 5.9639654264e-02 1.1100083161e-01 6.5866917504e-02 1.4892471637e-01 1.0135576618e-01
2.3034699908e+04 2.8307038716e-01 2.2144409163e-01 1.0115006139e-01 5.7624409138e-02 1.1014755191e-01 6.4424487873e-02 1.4912452304e-01 1.0166392516e-01
2.3914248220e+04 2.7744265930e-01 2.1926984645e-01 9.9960516245e-02 5.5603015412e-02 1.0931105275e-01 6.4300007256e-02 1.4496295809e-01 1.0048020022e-01
2.4827380873e+04 2.8309630855e-01 2.1873323577e-01 9.8714261818e-02 5.3460236060e-02 1.0612331647e-01 6.1549637937e-02 1.4531278632e-01 9.9284290578e-02
2.5775380240e+04 2.8156486217e-01 2.1960660453e-01 9.6545671031e-02 5.1808328662e-02 1.0842869214e-01 6.0618383548e-02 1.4594887218e-01 9.8906541877e-02
2.6759577657e+04 2.8338789658e-01 2.1990353820e-01 9.6329279660e-02 5.0760316124e-02 1.0672255919e-01 6.0611780011e-02 1.4415761653e-01 9.7825968956e-02
2.7781355299e+04 2.8282357294e-01 2.1967420582e-01 9.4775215823e-02 4.8971623064e-02 1.0637021282e-01 5.9040217578e-02 1.4504287927e-01 9.9741435119e-02
2.8842148113e+04 2.8043008409e-01 2.1904522107e-01 9.3814157557e-02 4.7128692015e-02 1.0258035976e-01 5.8910775238e-02 1.4221551401e-01 9.9379400113e-02
2.9943445841e+04 2.7902379684e-01 2.1788345240e-01 9.2927897521e-02 4.5482095314e-02 1.0323562479e-01 5.8552317637e-02 1.4116728095e-01 9.7324448612e-02
