time_us curve_1 curve_5 curve_10 curve_30 curve_70 curve_100 curve_1000
2.5639097744e+04 1.7884219442e-01 2.3509968280e-02 7.8510474992e-03 1.5896706588e-03 5.6401349708e-04 3.1568916483e-04 3.8896185364e-05
2.5714285714e+04 1.7778788745e-01 2.3306676193e-02 7.7803780728e-03 1.5766141295e-03 5.6034051148e-04 3.1341710969e-04 3.8682883723e-05
2.5789473684e+04 1.7674040839e-01 2.3105431236e-02 7.7105440311e-03 1.5637282058e-03 5.5669306450e-04 3.1117682258e-04 3.8470368017e-05
2.5864661654e+04 1.7569990248e-01 2.2906311380e-02 7.6415168170e-03 1.5510045593e-03 5.5309237614e-04 3.0894613002e-04 3.8260702437e-05
2.5939849624e+04 1.7466620670e-01 2.2709339858e-02 7.5733030508e-03 1.5384390983e-03 5.4951824833e-04 3.0675097034e-04 3.8050841938e-05
2.6015037594e+04 1.7363934058e-01 2.2514385232e-02 7.5058951873e-03 1.5260507918e-03 5.4600336150e-04 3.0457104285e-04 3.7842673358e-05
2.6090225564e+04 1.7261918444e-01 2.2321398024e-02 7.4392665799e-03 1.5138242444e-03 5.4253249876e-04 3.0241281768e-04 3.7635645144e-05
2.6165413534e+04 1.7160581221e-01 2.2130549749e-02 7.3734294976e-03 1.5017238053e-03 5.3908131791e-04 3.0029646813e-04 3.7430088805e-05
2.6240601504e+04 1.7059908588e-01 2.1941593778e-02 7.3083517132e-03 1.4898070828e-03 5.3568397674e-04 2.9817398060e-04 3.7227396089e-05
2.6315789474e+04 1.6959896066e-01 2.1754648538e-02 7.2440072147e-03 1.4780157277e-03 5.3233186973e-04 2.9608576573e-04 3.7024933413e-05
2.6390977444e+04 1.6860551122e-01 2.1569656666e-02 7.1804274574e-03 1.4663924759e-03 5.2898884991e-04 2.9402382361e-04 3.6822925423e-05
2.6466165414e+04 1.6761849989e-01 2.1386539136e-02 7.1176127314e-03 1.4549117358e-03 5.2570084278e-04 2.9197645869e-04 3.6623901987e-05
2.6541353383e+04 1.6663806594e-01 2.1205326354e-02 7.0554900532e-03 1.4435710208e-03 5.2242953370e-04 2.8995647907e-04 3.6425070989e-05
2.6616541353e+04 1.6566409107e-01 2.1026112534e-02 6.9940892696e-03 1.4323734516e-03 5.1922020869e-04 2.8794953788e-04 3.6229510049e-05
2.6691729323e+04 1.6469657646e-01 2.0848603430e-02 6.9334019453e-03 1.4213187113e-03 5.1602157908e-04 2.8596265632e-04 3.6033834356e-05
2.6766917293e+04 1.6373533855e-01 2.0672999820e-02 6.8734193947e-03 1.4103861675e-03 5.1283652383e-04 2.8400615096e-04 3.5838890148e-05
2.6842105263e+04 1.6278050593e-01 2.0499234732e-02 6.8141237267e-03 1.3995932799e-03 5.0972341635e-04 2.8205687531e-04 3.5645886726e-05
2.6917293233e+04 1.6183183037e-01 2.0327210795e-02 6.7555101322e-03 1.3889394617e-03 5.0662346843e-04 2.8013207020e-04 3.5454271923e-05
2.6992481203e+04 1.6088954483e-01 2.0156996699e-02 6.6975765397e-03 1.3783996713e-03 5.0355581317e-04 2.7823175431e-04 3.5264915695e-05
2.7067669173e+04 1.5995342803e-01 1.9988574555e-02 6.6402871755e-03 1.3679762951e-03 5.0050387848e-04 2.7634167555e-04 3.5075807655e-05
2.7142857143e+04 1.5902344639e-01 1.9821821366e-02 6.5836668290e-03 1.3577139424e-03 4.9748975211e-04 2.7447640368e-04 3.4888483574e-05
2.7218045113e+04 1.5809958588e-01 1.9656796173e-02 6.5276894007e-03 1.3475396077e-03 4.9450525632e-04 2.7263464096e-04 3.4702344474e-05
2.7293233083e+04 1.5718174943e-01 1.9493504308e-02 6.4723544829e-03 1.3374993839e-03 4.9155249723e-04 2.7079893894e-04 3.4517832830e-05
2.7368421053e+04 1.5627003507e-01 1.9331879965e-02 6.4176502739e-03 1.3275881864e-03 4.8860812519e-04 2.6898483587e-04 3.4335579046e-05
2.7443609023e+04 1.5536420025e-01 1.9171883406e-02 6.3635786781e-03 1.3177791799e-03 4.8571198288e-04 2.6719460900e-04 3.4153298170e-05
2.7518796992e+04 1.5446442052e-01 1.9013610707e-02 6.3101379264e-03 1.3080685694e-03 4.8282910996e-04 2.6541937308e-04 3.3972287506e-05
2.7593984962e+04 1.5357042656e-01 1.8856883297e-02 6.2572653436e-03 1.2985059429e-03 4.7996894001e-04 2.6366141089e-04 3.3792676555e-05
2.7669172932e+04 1.5268241082e-01 1.8701801418e-02 6.2050210697e-03 1.2890293578e-03 4.7712693756e-04 2.6192739704e-04 3.3614960065e-05
2.7744360902e+04 1.5180016650e-01 1.8548306113e-02 6.1533604487e-03 1.2796205761e-03 4.7431275544e-04 2.6020511458e-04 3.3438892815e-05
2.7819548872e+04 1.5092375978e-01 1.8396387334e-02 6.1022961096e-03 1.2703436970e-03 4.7151946949e-04 2.5849160084e-04 3.3263419204e-05
2.7894736842e+04 1.5005304351e-01 1.8245992479e-02 6.0517953850e-03 1.2612010112e-03 4.6876784198e-04 2.5681419690e-04 3.3089523449e-05
2.7969924812e+04 1.4918806860e-01 1.8097209167e-02 6.0018826782e-03 1.2521233782e-03 4.6602583900e-04 2.5514265318e-04 3.2916731454e-05
2.8045112782e+04 1.4832871009e-01 1.7949897874e-02 5.9525287347e-03 1.2431605356e-03 4.6332242204e-04 2.5348760835e-04 3.2745204482e-05
2.8120300752e+04 1.4747504017e-01 1.7804099503e-02 5.9037428017e-03 1.2342927815e-03 4.6062662710e-04 2.5185655825e-04 3.2576752417e-05
2.8195488722e+04 1.4662681589e-01 1.7659810373e-02 5.8555174083e-03 1.2255229516e-03 4.5794998630e-04 2.5022621061e-04 3.2408186401e-05
2.8270676692e+04 1.4578431082e-01 1.7516980415e-02 5.8077975917e-03 1.2168303541e-03 4.5530111652e-04 2.4862866778e-04 3.2240739331e-05
2.8345864662e+04 1.4494727653e-01 1.7375621306e-02 5.7606545948e-03 1.2082458550e-03 4.5266393362e-04 2.4703954773e-04 3.2074792642e-05
2.8421052632e+04 1.4411569392e-01 1.7235704517e-02 5.7140530956e-03 1.1997585157e-03 4.5004977786e-04 2.4546397366e-04 3.1910101816e-05
2.8496240602e+04 1.4328961528e-01 1.7097239756e-02 5.6679583238e-03 1.1913036695e-03 4.4747245661e-04 2.4391368280e-04 3.1747331455e-05
2.8571428571e+04 1.4246888007e-01 1.6960137106e-02 5.6223952657e-03 1.1830069819e-03 4.4488929227e-04 2.4237154236e-04 3.1585819454e-05
2.8646616541e+04 1.4165351928e-01 1.6824455237e-02 5.5773408194e-03 1.1747671961e-03 4.4235528964e-04 2.4084549194e-04 3.1425081889e-05
2.8721804511e+04 1.4084356885e-01 1.6690171130e-02 5.5327921886e-03 1.1666224285e-03 4.3983489886e-04 2.3934013920e-04 3.1265533443e-05
2.8796992481e+04 1.4003892306e-01 1.6557241336e-02 5.4887574642e-03 1.1585517681e-03 4.3733241671e-04 2.3784824179e-04 3.1107714100e-05
2.8872180451e+04 1.3923948646e-01 1.6425686362e-02 5.4451958659e-03 1.1505556339e-03 4.3484303274e-04 2.3636701110e-04 3.0951326545e-05
2.8947368421e+04 1.3844531350e-01 1.6295472946e-02 5.4021502082e-03 1.1426365503e-03 4.3238256559e-04 2.3490686960e-04 3.0795191332e-05
2.9022556391e+04 1.3765637537e-01 1.6166600861e-02 5.3595589653e-03 1.1348187380e-03 4.2994127970e-04 2.3345925215e-04 3.0641016062e-05
2.9097744361e+04 1.3687252636e-01 1.6038999843e-02 5.3174659479e-03 1.1270608243e-03 4.2751570294e-04 2.3202462712e-04 3.0487983855e-05
2.9172932331e+04 1.3609390547e-01 1.5912714879e-02 5.2758430779e-03 1.1193797085e-03 4.2509674261e-04 2.3061147674e-04 3.0336264287e-05
2.9248120301e+04 1.3532032784e-01 1.5787716774e-02 5.2346719068e-03 1.1117851277e-03 4.2270366162e-04 2.2920798037e-04 3.0186382339e-05
2.9323308271e+04 1.3455189334e-01 1.5664015916e-02 5.1939702156e-03 1.1042661948e-03 4.2035653900e-04 2.2781694907e-04 3.0037079680e-05
2.9398496241e+04 1.3378849831e-01 1.5541570694e-02 5.1537209599e-03 1.0968066681e-03 4.1798623824e-04 2.2644822564e-04 2.9889009236e-05
2.9473684211e+04 1.3303013401e-01 1.5420305211e-02 5.1139237661e-03 1.0894435366e-03 4.1566948852e-04 2.2508701505e-04 2.9742349884e-05
2.9548872180e+04 1.3227672145e-01 1.5300323966e-02 5.0745395330e-03 1.0821208152e-03 4.1333967139e-04 2.2374128711e-04 2.9596832773e-05
2.9624060150e+04 1.3152833469e-01 1.5181553457e-02 5.0356103691e-03 1.0748889770e-03 4.1107042695e-04 2.2241763650e-04 2.9452848500e-05
2.9699248120e+04 1.3078472579e-01 1.5063990353e-02 4.9971032242e-03 1.0677361646e-03 4.0876831622e-04 2.2110027387e-04 2.9309407184e-05
2.9774436090e+04 1.3004607403e-01 1.4947608423e-02 4.9590229674e-03 1.0606385463e-03 4.0651570490e-04 2.1979989916e-04 2.9167680307e-05
2.9849624060e+04 1.2931231492e-01 1.4832386893e-02 4.9213396769e-03 1.0536156978e-03 4.0426823771e-04 2.1851086424e-04 2.9026466525e-05
2.9924812030e+04 1.2858331814e-01 1.4718383100e-02 4.8840926726e-03 1.0466631319e-03 4.0205535835e-04 2.1723777921e-04 2.8886579656e-05
3.0000000000e+04 1.2785920640e-01 1.4605496383e-02 4.8472216803e-03 1.0397816860e-03 3.9984836649e-04 2.1598091292e-04 2.8748409791e-05
